x,y
透明ﾌﾛｰﾄ板ｶﾞﾗｽt=15 6.81㎡以下,透明フロート １５㍉
透明ﾌﾛｰﾄ板ｶﾞﾗｽt=15 2554×2800,透明フロート １５㍉
透明ﾌﾛｰﾄ板ｶﾞﾗｽt=15 2588×2800,透明フロート １５㍉
透明ﾌﾛｰﾄ板ｶﾞﾗｽt=15 2709×2800,透明フロート １５㍉
透明ﾌﾛｰﾄ板ｶﾞﾗｽt=15 3004×2800,透明フロート １５㍉
透明ﾌﾛｰﾄ板ｶﾞﾗｽt=15 3269×2800,透明フロート １９㍉
透明ﾌﾛｰﾄ板ｶﾞﾗｽt=15 3345×2800,透明フロート １９㍉
透明ﾌﾛｰﾄ板ｶﾞﾗｽt=15 3400×2800,網入磨ガラス １０㍉
透明ﾌﾛｰﾄ板ｶﾞﾗｽt=15 3463×2800,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) １２㍉
透明ﾌﾛｰﾄ板ｶﾞﾗｽt=15 3556×2000,ﾍﾟｱｶﾞﾗｽ FL5+A12+FL5
透明ﾌﾛｰﾄ板ｶﾞﾗｽt=15 3681×2800,ﾏｲﾎﾞｰｶﾍﾟｱ 耐熱強化5+A12+FL5
透明ﾌﾛｰﾄ板ｶﾞﾗｽt=15 4440×1735,透明フロート １５㍉
透明ﾌﾛｰﾄ板ｶﾞﾗｽt=19 6.81㎡以下,透明フロート １９㍉
透明ﾌﾛｰﾄ板ｶﾞﾗｽt=19 2779×2800,透明フロート １９㍉
透明ﾌﾛｰﾄ板ｶﾞﾗｽt=19 4350×2800,透明フロート １９㍉
透明ﾌﾛｰﾄ板ｶﾞﾗｽt=19 4440×2800,透明フロート １９㍉
網入透明板ｶﾞﾗｽt=6.8 2.18㎡以下,網入磨ガラス ６．８㍉
網入透明板ｶﾞﾗｽt=10 4.45㎡以下,網入磨ガラス １０㍉
網入透明板ｶﾞﾗｽt=10 6.81㎡以下,網入磨ガラス １０㍉
強化透明ﾌﾛｰﾄ板ｶﾞﾗｽt=12 4.0㎡以下,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) １２㍉
合せｶﾞﾗｽFL12+FL84.0㎡以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil) FL8+FL12
複層ｶﾞﾗｽFL5+A12+FL52.0㎡以下,ﾍﾟｱｶﾞﾗｽ FL5+A12+FL5
複層ｶﾞﾗｽFL5+A12+FL54.0㎡以下,ﾍﾟｱｶﾞﾗｽ FL5+A12+FL5
複層ｶﾞﾗｽFTP5+A12+FL52.0㎡以下,ﾏｲﾎﾞｰｶﾍﾟｱ 耐熱強化5+A12+FL5
複層ｶﾞﾗｽFTP5+A12+FL54.0㎡以下,ﾏｲﾎﾞｰｶﾍﾟｱ 耐熱強化5+A12+FL5
強化透明ﾌﾛｰﾄ板ｶﾞﾗｽt=12 2.0㎡以下,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) １２㍉
強化透明ﾌﾛｰﾄ板ｶﾞﾗｽt=12 4.0㎡以下,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) １２㍉
強化透明ﾌﾛｰﾄ板ｶﾞﾗｽt=12 6.0㎡以下,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) １２㍉
強化透明ﾌﾛｰﾄ板ｶﾞﾗｽt=12 3313×2400,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) １２㍉
強化透明ﾌﾛｰﾄ板ｶﾞﾗｽt=12 3770×2400,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) １２㍉
化粧鏡L2390×H1000,サンミラー ５㍉･･･壁面／洗面
化粧鏡L1800×H1000,サンミラー ５㍉･･･壁面／洗面
化粧鏡L1800×H1000,サンミラー ５㍉･･･壁面／洗面
化粧鏡L1500×H1000,サンミラー ５㍉･･･壁面／洗面
化粧鏡L2035×H1000,サンミラー ５㍉･･･壁面／洗面
フロートガラスt5 W40×H1700,透明フロート ５㍉
フロートガラスt6 2.18㎡以下,透明フロート ６㍉
フロートガラスt8 4.45㎡以下,透明フロート ８㍉
フロートガラスt10 2.18㎡以下,透明フロート １０㍉
フロートガラスt10 4.45㎡以下,透明フロート １０㍉
フロートガラスt12 4.45㎡以下,透明フロート １２㍉
フロートガラスt12 6.81㎡以下,透明フロート １２㍉
複層ガラスt16 2.0㎡以下FL5+A6+FL5,ﾍﾟｱｶﾞﾗｽ FL5+A6+FL5
複層ガラスt23 2.0㎡以下FL5+A12+Low-E6,ｻﾝﾊﾞﾗﾝｽ Low-E6+A12+FL5
複層ガラスt23 4.0㎡以下FL5+A12+Low-E6,ｻﾝﾊﾞﾗﾝｽ Low-E6+A12+FL5
複層ガラスt24 4.0㎡以下FL6+A12+Low-E6,ｻﾝﾊﾞﾗﾝｽ Low-E6+A12+FL6
複層ガラスt26 6.0㎡以下FL6+A12+Low-E8,ｻﾝﾊﾞﾗﾝｽ Low-E8+A12+FL6
複層ガラスt26 W1500×H3057FL6+A12+Low-E8,ｻﾝﾊﾞﾗﾝｽ Low-E8+A12+FL6
複層ガラスt26 W1500×H3450FL6+A12+Low-E8,ｻﾝﾊﾞﾗﾝｽ Low-E8+A12+FL6
複層ガラスt28 2.0㎡以下FL8+A12+Low-E8,ｻﾝﾊﾞﾗﾝｽ Low-E8+A12+FL8
複層ガラスt28 6.0㎡以下FL8+A12+Low-E8,ｻﾝﾊﾞﾗﾝｽ Low-E8+A12+FL8
複層ガラスt22 W1130×H3548.6FL8+A6+FL8,ﾍﾟｱｶﾞﾗｽ FL8+A6+FL8(L)
複層ガラスt24 W1565×H3630FL8+A6+FL10,ﾍﾟｱｶﾞﾗｽ FL8+A6+FL10(L)
複層ガラスt30 W700×H3548FL8+A12+Low-E10,ｻﾝﾊﾞﾗﾝｽ Low-E10+A12+FL8(L)
複層ガラスt30 W1410×H3548FL8+A12+Low-E10,ｻﾝﾊﾞﾗﾝｽ Low-E10+A12+FL8(L)
複層ガラスt30 W1500×H3079.4FL8+A12+Low-E10,ｻﾝﾊﾞﾗﾝｽ Low-E10+A12+FL8
複層ガラスt30 W1500×H3179.7FL8+A12+Low-E10,ｻﾝﾊﾞﾗﾝｽ Low-E10+A12+FL8
複層ガラスt30 W1500×H4563FL8+A12+Low-E10,ｻﾝﾊﾞﾗﾝｽ Low-E10+A12+FL8(L)
複層ガラスt30 W1500×H4715FL8+A12+Low-E10,ｻﾝﾊﾞﾗﾝｽ Low-E10+A12+FL8(L)
複層ガラスt30 W1500×H4876FL8+A12+Low-E10,ｻﾝﾊﾞﾗﾝｽ Low-E10+A12+FL8(L)
複層ガラスt32 4.0㎡以下FL10+A12+Low-E10,ｻﾝﾊﾞﾗﾝｽ Low-E10+A12+FL10
複層ガラスt32 6.0㎡以下FL10+A12+Low-E10,ｻﾝﾊﾞﾗﾝｽ Low-E10+A12+FL10
複層ガラスt32 W700×H3730FL10+A12+Low-E10,ｻﾝﾊﾞﾗﾝｽ Low-E10+A12+FL10(L)
複層ガラスt32 W1185×H3730FL10+A12+Low-E10,ｻﾝﾊﾞﾗﾝｽ Low-E10+A12+FL10(L)
複層ガラスt32 W1200×H3730FL10+A12+Low-E10,ｻﾝﾊﾞﾗﾝｽ Low-E10+A12+FL10(L)
複層ガラスt32 W1375×H3730FL10+A12+Low-E10,ｻﾝﾊﾞﾗﾝｽ Low-E10+A12+FL10(L)
複層ガラスt32 W1500×H5015.8FL10+A12+Low-E10,ｻﾝﾊﾞﾗﾝｽ Low-E10+A12+FL10(L)
複層ガラスt32 W3825×H1800FL10+A12+Low-E10,ｻﾝﾊﾞﾗﾝｽ Low-E10+A12+FL10(L)
複層ガラスt36 4.0㎡以下FL12+A12+Low-E12,ｻﾝﾊﾞﾗﾝｽ Low-E12+A12+FL12
複層ガラスt36 6.0㎡以下FL12+A12+Low-E12,ｻﾝﾊﾞﾗﾝｽ Low-E12+A12+FL12
複層ガラスt36 W3700×H1800FL12+A12+Low-E12,ｻﾝﾊﾞﾗﾝｽ Low-E12+A12+FL12(L)
複層ガラスt36 W3875×H1800FL12+A12+Low-E12,ｻﾝﾊﾞﾗﾝｽ Low-E12+A12+FL12(L)
複層ガラスt36 W4500×H1800FL12+A12+Low-E12,ｻﾝﾊﾞﾗﾝｽ Low-E12+A12+FL12(L)
複層ガラスPWt6.8+A+FL10 2.0㎡,ﾍﾟｱｶﾞﾗｽ PW6.8+A12+FL10
強化ガラスt10 2.0㎡以下,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) １０㍉
強化ガラスt10 4.0㎡以下,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) １０㍉
強化ガラスt12 4.0㎡以下,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) １２㍉
耐熱ガラスt6.5 W1375×H2050,ﾏｲﾎﾞｰｶ (透明ﾌﾛｰﾄ) ６.５㍉
耐熱ガラスt8 W1500×H2855,ﾏｲﾎﾞｰｶ (透明ﾌﾛｰﾄ) ８㍉
フロートガラスt5 100x100,透明フロート ５㍉
フロートガラスt5 W40xH1700,透明フロート ５㍉
フロートガラスt6 2.18㎡以下,透明フロート ６㍉
フロートガラスt6 4.45㎡以下,透明フロート ６㍉
フロートガラスt8 2.18㎡以下,透明フロート ８㍉
フロートガラスt8 4.45㎡以下,透明フロート ８㍉
フロートガラスt10 4.45㎡以下,透明フロート １０㍉
フロートガラスt12 2.18㎡以下,透明フロート １２㍉
フロートガラスt12 4.45㎡以下,透明フロート １２㍉
フロートガラスt12 6.81㎡以下,透明フロート １２㍉
フロートガラスt15 6.81㎡以下,透明フロート １５㍉
強化ガラスt10 4.0㎡以下,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) １０㍉
強化ガラスt12 4.0㎡以下,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) １２㍉
強化ガラス戸t10 W850×H2000,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) １０㍉
強化ガラス戸t10 W850×H2000,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) １０㍉
強化ガラス戸t10 W850×H2075,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) １０㍉
耐熱ガラスt5 W40×H1700,ﾏｲﾎﾞｰｶ (透明ﾌﾛｰﾄ) ５㍉
耐熱ガラスt5 W1000×H2200,ﾏｲﾎﾞｰｶ (透明ﾌﾛｰﾄ) ５㍉
耐熱ガラスt5 W1060×H2400,ﾏｲﾎﾞｰｶ (透明ﾌﾛｰﾄ) ５㍉
耐熱ガラスt5 W1200×H2200,ﾏｲﾎﾞｰｶ (透明ﾌﾛｰﾄ) ５㍉
耐熱ガラスt6.5 W1500×H500,ﾏｲﾎﾞｰｶ (透明ﾌﾛｰﾄ) ６.５㍉
耐熱ガラスt8 W1520×H1500,ﾏｲﾎﾞｰｶ (透明ﾌﾛｰﾄ) ８㍉
耐熱ガラスt8 W1520×H2250,ﾏｲﾎﾞｰｶ (透明ﾌﾛｰﾄ) ８㍉
耐熱ガラスt8 W1520×H3100,ﾏｲﾎﾞｰｶ (透明ﾌﾛｰﾄ) ８㍉
耐熱ガラスt8 W1522×H1018,ﾏｲﾎﾞｰｶ (透明ﾌﾛｰﾄ) ８㍉
掲示板表:FLｶﾞﾗｽt5,透明フロート ５㍉
ガラス手摺ＡH1800 持ち出しﾀｲﾌﾟﾌﾛｰﾄｶﾞﾗｽt15,透明フロート １５㍉ H1800
ガラス手摺H1200 斜部強化ｶﾞﾗｽt15,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) １５㍉ H1200 斜部
ガラス手摺H1200 平部強化ｶﾞﾗｽt15,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) １５㍉ H1200 平部
ガラス手摺H1200 平部強化ｶﾞﾗｽt15,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) １５㍉ H1200 平部
ガラス手摺H1200 斜部強化ｶﾞﾗｽt15,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) １５㍉ H1200 斜部
ガラスＥＶ柵強化ｶﾞﾗｽt8,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) ８㍉
ガラスパーティションﾌﾛｰﾄｶﾞﾗｽt10,透明フロート １０㍉
ガラススクリーン合せｶﾞﾗｽ t6+6,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil) FL6+FL6
鏡t6 W2300×H1500,サンミラー ６㍉･･･壁面／洗面
鏡t6 W2500×H1500,サンミラー ６㍉･･･壁面／洗面
鏡t6 W2594×H1700,サンミラー ６㍉･･･壁面／洗面
鏡t6 W2496×H1700,サンミラー ６㍉･･･壁面／洗面
鏡t6 W2602×H1700,サンミラー ６㍉･･･壁面／洗面
鏡t6 W2595×H1700,サンミラー ６㍉･･･壁面／洗面
鏡t6 W2543×H1700,サンミラー ６㍉･･･壁面／洗面
鏡t6 W2543×H1700,サンミラー ６㍉･･･壁面／洗面
鏡t6 W2689×H1700,サンミラー ６㍉･･･壁面／洗面
鏡t6 W2790×H1700,サンミラー ６㍉･･･壁面／洗面
鏡t6 W1009×H1700,サンミラー ６㍉･･･壁面／洗面
鏡t6 W1073×H1700,サンミラー ６㍉･･･壁面／洗面
鏡t6 W2400×H1700,サンミラー ６㍉･･･壁面／洗面
鏡t6 W2914×H1700,サンミラー ６㍉･･･壁面／洗面
鏡t6 W2241×H1700,サンミラー ６㍉･･･壁面／洗面
鏡t6 W2066×H1700,サンミラー ６㍉･･･壁面／洗面
フロート板ガラスt6 W40×H1800,透明フロート ６㍉
フロート板ガラスt6 2.18㎡以下,透明フロート ６㍉
複層ガラスt24 2.00㎡以下C6+A12+C6,ﾍﾟｱｶﾞﾗｽ FL6+A12+FL6
フロート板ガラスt6 W40×H2100,透明フロート ６㍉
フロート板ガラス乳白色t6 W40×H2100,透明フロート ６㍉
化粧鏡t=6 枠:ｽﾃﾝﾚｽ HL FB-3×25,サンミラー ６㍉･･･壁面／洗面
姿見t=6,サンミラー ６㍉･･･壁面／洗面
強化ｶﾞﾗｽ厚5 2.00m2以下,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) ５㍉
強化ｶﾞﾗｽ厚5 4.00m2以下,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) ５㍉
強化ｶﾞﾗｽ厚6 2.00m2以下,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) ６㍉
強化ｶﾞﾗｽ厚8 2.00m2以下,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) ８㍉
強化ｶﾞﾗｽ厚8 4.00m2以下,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) ８㍉
強化ｶﾞﾗｽ厚12 4.00m2以下,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) １２㍉
強化ｶﾞﾗｽ厚12 6.00m2以下,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) １２㍉
LE a複層ｶﾞﾗｽLowe6+A12+FL6 2.00m2以下,ｻﾝﾊﾞﾗﾝｽ Low-E6+A12+FL6
LE a複層ｶﾞﾗｽLowe6+A12+FL6 4.00m2以下,ｻﾝﾊﾞﾗﾝｽ Low-E6+A12+FL6
LE a複層ｶﾞﾗｽLowe6+A12+FL6 6.00m2以下,ｻﾝﾊﾞﾗﾝｽ Low-E6+A12+FL6
LE a複層ｶﾞﾗｽLowe6+A12+FL8 2.00m2以下,ｻﾝﾊﾞﾗﾝｽ Low-E6+A12+FL8
LE a複層ｶﾞﾗｽLowe6+A12+FL8 4.00m2以下,ｻﾝﾊﾞﾗﾝｽ Low-E6+A12+FL8
LE a複層ｶﾞﾗｽLowe8+A12+FL8 2.00m2以下,ｻﾝﾊﾞﾗﾝｽ Low-E8+A12+FL8
LE a複層ｶﾞﾗｽLowe10+A12+FL10 4.00m2以下,ｻﾝﾊﾞﾗﾝｽ Low-E10+A12+FL10
LE a複層ｶﾞﾗｽLowe10+A12+FL10 6.00m2以下,ｻﾝﾊﾞﾗﾝｽ Low-E10+A12+FL10
LE a複層ｶﾞﾗｽLowe6+A12+HRT8 2.00m2以下,ｻﾝﾊﾞﾗﾝｽ Low-E6+A12+耐熱強化8
LE a複層ｶﾞﾗｽLowe6+A12+HRT8 4.00m2以下,ｻﾝﾊﾞﾗﾝｽ Low-E6+A12+耐熱強化8
LE a複層ｶﾞﾗｽLowe6+A12+HRT8 6.00m2以下,ｻﾝﾊﾞﾗﾝｽ Low-E6+A12+耐熱強化8
AD-1強化ｶﾞﾗｽ厚5150×2310,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) ５㍉
LE a AD-1複層ｶﾞﾗｽLowe10+A12+FL122827.5×2310,ｻﾝﾊﾞﾗﾝｽ Low-E10+A12+FL12
LE a AW-e2複層ｶﾞﾗｽLowe8+A12+FL8 異形695×3200 (2.0m2),異形ｻﾝﾊﾞﾗﾝｽ Low-E8+A12+FL8
LE a AW-e2複層ｶﾞﾗｽLowe8+A12+FL8 異形695×3500 (2.2m2),異形ｻﾝﾊﾞﾗﾝｽ Low-E8+A12+FL8
LE a AW-e2複層ｶﾞﾗｽLowe8+A12+FL8 異形720×2900 (2.1m2),異形ｻﾝﾊﾞﾗﾝｽ Low-E8+A12+FL8
LE a AW-e2複層ｶﾞﾗｽLowe8+A12+FL8 異形900×700 (0.6m2),異形ｻﾝﾊﾞﾗﾝｽ Low-E8+A12+FL8
LE a AW-e2複層ｶﾞﾗｽLowe8+A12+FL8 異形900×2100 (1.7m2),異形ｻﾝﾊﾞﾗﾝｽ Low-E8+A12+FL8
LE a AW-e2複層ｶﾞﾗｽLowe8+A12+FL8 異形900×2600 (2.1m2),異形ｻﾝﾊﾞﾗﾝｽ Low-E8+A12+FL8
LE a AW-e2複層ｶﾞﾗｽLowe8+A12+FL8 異形900×3100 (2.7m2),異形ｻﾝﾊﾞﾗﾝｽ Low-E8+A12+FL8
LE a AW-e2複層ｶﾞﾗｽLowe8+A12+FL8 異形900×3200 (2.8m2),異形ｻﾝﾊﾞﾗﾝｽ Low-E8+A12+FL8
LE a AW-e2複層ｶﾞﾗｽLowe8+A12+FL8 異形900×3300 (2.7m2),異形ｻﾝﾊﾞﾗﾝｽ Low-E8+A12+FL8
LE a AW-e2複層ｶﾞﾗｽLowe8+A12+FL8 異形900×3400 (3.0m2),異形ｻﾝﾊﾞﾗﾝｽ Low-E8+A12+FL8
LE a AW-e2複層ｶﾞﾗｽLowe8+A12+FL8 異形900×3500 (3.0m2),異形ｻﾝﾊﾞﾗﾝｽ Low-E8+A12+FL8
LE a AW-e2複層ｶﾞﾗｽLowe8+A12+FL8 異形900×3600 (3.2m2),異形ｻﾝﾊﾞﾗﾝｽ Low-E8+A12+FL8(L)
LE a AW-e2複層ｶﾞﾗｽLowe8+A12+FL8 異形900×3700 (3.1m2),異形ｻﾝﾊﾞﾗﾝｽ Low-E8+A12+FL8(L)
LE a AW-e2複層ｶﾞﾗｽLowe8+A12+FL8 異形900×3900 (3.3m2),異形ｻﾝﾊﾞﾗﾝｽ Low-E8+A12+FL8(L)
LE a AW-e2複層ｶﾞﾗｽLowe8+A12+FL8 異形900×4200 (3.6m2),異形ｻﾝﾊﾞﾗﾝｽ Low-E8+A12+FL8(L)
LE a AW-e2複層ｶﾞﾗｽLowe8+A12+FL8 異形900×4600 (4.0m2),異形ｻﾝﾊﾞﾗﾝｽ Low-E8+A12+FL8(L)
LE a AW-e2複層ｶﾞﾗｽLowe8+A12+FL8 異形900×5100 (4.4m2),異形ｻﾝﾊﾞﾗﾝｽ Low-E8+A12+FL8(L)
郵便受覗き窓:FL-5 W250×H100,透明フロート ５㍉（ｶﾞﾗｽのみ）
ｶﾞﾗｽ手摺平部 高さ1350強化合せｶﾞﾗｽ 厚12+12,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil) 強化12+強化12 H1350
化粧鏡厚5 W500×H1300両端部 幅50 ﾌﾞﾗｽﾄ処理,化粧鏡 5㍉ 両端幅50ﾌﾛｽﾄ処理
化粧鏡厚6 W500×H500 ｺｰﾅｰR加工,異形サンミラー ６㍉･･･壁面／洗面
化粧鏡厚6 W1700×H500 ｺｰﾅｰR加工,異形サンミラー ６㍉･･･壁面／洗面
化粧鏡厚6 W1800×H500 ｺｰﾅｰR加工,異形サンミラー ６㍉･･･壁面／洗面
姿見鏡厚6 W400×H2340,サンミラー ６㍉･･･壁面／洗面
姿見鏡厚6 W400×H2375,サンミラー ６㍉･･･壁面／洗面
化粧鏡厚6 W850×H2400,サンミラー ６㍉･･･壁面／洗面
鏡張りW2750×H2400,ｻﾝﾐﾗｰ ５㍉ 壁面／洗面 分割前提
ﾌﾛｰﾄｶﾞﾗｽt6,透明フロート ６㍉
ﾌﾛｰﾄｶﾞﾗｽt6,透明フロート ６㍉
ﾌﾛｰﾄｶﾞﾗｽt8,透明フロート ８㍉
合わせｶﾞﾗｽ強化t8+強化t8,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil) 強化8+強化8
合わせｶﾞﾗｽ強化t8+強化t8,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil) 強化8+強化8
合わせｶﾞﾗｽ強化t8+強化t8,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil) 強化8+強化8
合わせｶﾞﾗｽ耐熱強化t8+強化t8,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil) 耐熱強化8+強化8
合わせｶﾞﾗｽ耐熱強化t8+強化t8,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil) 耐熱強化8+強化8
複層ｶﾞﾗｽ網入型t6.8+A12+防犯合(ﾌﾛｰﾄt3+t3),ﾍﾟｱｶﾞﾗｽｾｷｭﾘﾃｨｰ FL3+FL3(30ﾐﾙ)+A12+FW6.8
複層ｶﾞﾗｽﾌﾛｰﾄt6+A10+LowEt5,ｻﾝﾊﾞﾗﾝｽ Low-E5+A10+FL6
複層ｶﾞﾗｽﾌﾛｰﾄt6+A10+LowEt5,ｻﾝﾊﾞﾗﾝｽ Low-E5+A10+FL6
複層ｶﾞﾗｽﾌﾛｰﾄt6+A10+LowEt5,ｻﾝﾊﾞﾗﾝｽ Low-E5+A10+FL6 ※
複層ｶﾞﾗｽﾌﾛｰﾄt8+A10+LowEt8,ｻﾝﾊﾞﾗﾝｽ Low-E8+A10+FL8
複層ｶﾞﾗｽﾌﾛｰﾄt8+A10+LowEt8,ｻﾝﾊﾞﾗﾝｽ Low-E8+A10+FL8
複層ｶﾞﾗｽﾌﾛｰﾄt10+A10+LowEt8,ｻﾝﾊﾞﾗﾝｽ Low-E8+A10+FL10
複層ｶﾞﾗｽﾌﾛｰﾄt10+A10+LowEt10,ｻﾝﾊﾞﾗﾝｽ Low-E10+A10+FL10
複層ｶﾞﾗｽﾌﾛｰﾄt10+A10+LowEt10,ｻﾝﾊﾞﾗﾝｽ Low-E10+A10+FL10
複層ｶﾞﾗｽﾌﾛｰﾄt12+A10+LowEt12,ｻﾝﾊﾞﾗﾝｽ Low-E12+A10+FL12
複層ｶﾞﾗｽ合(ﾌﾛｰﾄt5+乳半色中間膜+ﾌﾛｰﾄt5)+A10+LowEt10,ｻﾝﾊﾞﾗﾝｽｾｷｭﾘﾃｨｰ Low-E10+A10+FL5+FL5(乳30)
複層ｶﾞﾗｽ合(ﾌﾛｰﾄt6+耐熱強化t8)+A10+LowEt12,ｻﾝﾊﾞﾗﾝｽｾｷｭﾘﾃｨｰ Low-E12+A10+FL6+FR8(60)
複層ｶﾞﾗｽ合(ﾌﾛｰﾄt6+耐熱強化t8)+A10+LowEt12,ｻﾝﾊﾞﾗﾝｽｾｷｭﾘﾃｨｰ Low-E12+A10+FL6+FR8(60)
複層ｶﾞﾗｽ合(ﾌﾛｰﾄt6+耐熱強化t8)+A10+LowEt12,ｻﾝﾊﾞﾗﾝｽｾｷｭﾘﾃｨｰ Low-E12+A10+FL6+FR8(60)
複層ｶﾞﾗｽ合(ﾌﾛｰﾄt6+乳白色中間膜+耐熱強化t8)+A10+LowEt12,ｻﾝﾊﾞﾗﾝｽｾｷｭﾘﾃｨｰ Low-E12+A10+FL6+FR8(乳60)
複層ｶﾞﾗｽ合(ﾌﾛｰﾄt6+乳白色中間膜+耐熱強化t8)+A10+LowEt12,ｻﾝﾊﾞﾗﾝｽｾｷｭﾘﾃｨｰ Low-E12+A10+FL6+FR8(乳60)
複層ｶﾞﾗｽ合(ﾌﾛｰﾄt6+乳白色中間膜+耐熱強化t8)+A10+LowEt12,ｻﾝﾊﾞﾗﾝｽｾｷｭﾘﾃｨｰ Low-E12+A10+FL6+FR8(乳60)
複層ｶﾞﾗｽ合(ﾌﾛｰﾄt6+乳白色中間膜+耐熱強化t8)+A10+LowEt12,ｻﾝﾊﾞﾗﾝｽｾｷｭﾘﾃｨｰ Low-E12+A10+FL6+FR8(乳60)
ﾌﾛｰﾄｶﾞﾗｽt8 2.18m2以下,透明フロート ８㍉
ﾌﾛｰﾄｶﾞﾗｽt8 4.45m2以下,透明フロート ８㍉
ﾌﾛｰﾄｶﾞﾗｽt10 2.18m2以下,透明フロート １０㍉
ﾌﾛｰﾄｶﾞﾗｽt10 4.45m2以下,透明フロート １０㍉
耐熱ｶﾞﾗｽt6.52.00m2以下,ﾏｲﾎﾞｰｶ (透明ﾌﾛｰﾄ) ６.５㍉
耐熱ｶﾞﾗｽt6.54.00m2以下,ﾏｲﾎﾞｰｶ (透明ﾌﾛｰﾄ) ６.５㍉
合わせｶﾞﾗｽ強化t8+強化t8,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil) 強化8+強化8
複層ｶﾞﾗｽﾌﾛｰﾄt8+A10+ﾌﾛｰﾄt8,ﾍﾟｱｶﾞﾗｽ FL8+A10+FL8
複層ｶﾞﾗｽﾌﾛｰﾄt10+A10+ﾌﾛｰﾄt8,ﾍﾟｱｶﾞﾗｽ FL8+A10+FL10
複層ｶﾞﾗｽﾌﾛｰﾄt12+A10+ﾌﾛｰﾄt12,ﾍﾟｱｶﾞﾗｽ FL12+A10+FL12
(LSD-1)霞ｶﾞﾗｽt6120×875,型板ガラス ６㍉
(LSD-3)霞ｶﾞﾗｽt6200×875,型板ガラス ６㍉
防犯合わせｶﾞﾗｽt4+t4180×1600,カラーラミセーフ FL4+FL4(乳30)
防犯合わせﾌｧｲﾔｰｶﾞﾗｽt5+t4180×1600,カラーラミセーフ FL4+FR5(乳60)
防煙垂壁網入り磨き板ｶﾞﾗｽ t6.8,網(線)入りｶﾞﾗｽ 6.8ﾐﾘ
姿見鏡W300×H1500TOTO:YMK50K同等,サンミラー ５㍉･･･壁面／洗面
耐食鏡W600×H900TOTO:YM6090F同等,サンミラー ５㍉･･･壁面／洗面
化粧鏡t5.0 W1701.5×H1000,サンミラー ５㍉･･･壁面／洗面
化粧鏡t5.0 W1863×H900,サンミラー ５㍉･･･壁面／洗面
化粧鏡t5.0 W1855.5×H900,サンミラー ５㍉･･･壁面／洗面
化粧鏡t5.0 W1855.5×H900,サンミラー ５㍉･･･壁面／洗面
化粧鏡t5.0 W2731.5×H1000,ｻﾝﾐﾗｰ ５㍉ 壁面／洗面 分割前提
化粧鏡t5.0 W450×H1000,サンミラー ５㍉･･･壁面／洗面
化粧鏡t5.0 W2861.5×H1000,ｻﾝﾐﾗｰ ５㍉ 壁面／洗面 分割前提
